DateOfEndOfReportingPeriod,ProfitLossForThePeriod,BasicEarningsPerShareAfterExtraordinaryItems,NumberOfSharesOutstanding
31Dec2024,6961300000.0,7.22,964168975
30Sep2024,9863648000.0,10.23,964188465
30Jun2024,7466000000.0,7.74,964599483
31Mar2024,9341700000.0,9.69,964055727
31Dec2023,6556100000.0,6.8,964132352
30Sep2023,9080800000.0,94.18,96419622
